Date,old_Latitude,old_Longitude,Temperature_at_atm,temp_celsius,temp_fahrenheit,new_Longitude
01-01-2015,24.5,260.62,285.29,12.140000000000043,53.85200000000003,-99.38
01-01-2015,24.5,261.88,289.13,15.980000000000018,60.76399999999995,-98.12
01-01-2015,24.5,263.12,292.5,19.350000000000023,66.82999999999998,-96.88
01-01-2015,25.5,260.62,286.12,12.970000000000027,55.34600000000006,-99.38
01-01-2015,25.5,261.88,288.82,15.670000000000016,60.20599999999996,-98.12
01-01-2015,25.5,263.12,291.79,18.640000000000043,65.55200000000008,-96.88
01-01-2015,26.5,260.62,286.66,13.510000000000048,56.31800000000004,-99.38
01-01-2015,26.5,261.88,287.81,14.660000000000025,58.38799999999998,-98.12
01-01-2015,26.5,263.12,290.84,17.689999999999998,63.84199999999993,-96.88
01-01-2015,27.5,260.62,285.81,12.660000000000025,54.787999999999954,-99.38
01-01-2015,27.5,261.88,286.43,13.28000000000003,55.90400000000005,-98.12
01-01-2015,27.5,263.12,289.05,15.900000000000034,60.62000000000006,-96.88
01-02-2015,24.5,260.62,288.01,14.860000000000014,58.74799999999999,-99.38
01-02-2015,24.5,261.88,291.18,18.03000000000003,64.45400000000001,-98.12
01-02-2015,24.5,263.12,294.0,20.850000000000023,69.53000000000003,-96.88
01-02-2015,25.5,260.62,289.16,16.010000000000048,60.81800000000004,-99.38
01-02-2015,25.5,261.88,291.07,17.920000000000016,64.25600000000003,-98.12
01-02-2015,25.5,263.12,293.26,20.110000000000014,68.19800000000004,-96.88
01-02-2015,26.5,260.62,289.42,16.27000000000004,61.286,-99.38
01-02-2015,26.5,261.88,290.14,16.99000000000001,62.58199999999994,-98.12
01-02-2015,26.5,263.12,292.26,19.110000000000014,66.39799999999997,-96.88
01-02-2015,27.5,260.62,289.0,15.850000000000023,60.53000000000003,-99.38
01-02-2015,27.5,261.88,288.94,15.79000000000002,60.42199999999997,-98.12
01-02-2015,27.5,263.12,290.64,17.49000000000001,63.48200000000003,-96.88
01-03-2015,24.5,260.62,290.71,17.560000000000002,63.608000000000004,-99.38
01-03-2015,24.5,261.88,294.13,20.980000000000018,69.76399999999995,-98.12
01-03-2015,24.5,263.12,294.96,21.810000000000002,71.25799999999998,-96.88
01-03-2015,25.5,260.62,291.79,18.640000000000043,65.55200000000008,-99.38
01-03-2015,25.5,261.88,293.76,20.610000000000014,69.09800000000001,-98.12
01-03-2015,25.5,263.12,294.41,21.260000000000048,70.26800000000009,-96.88
01-03-2015,26.5,260.62,292.33,19.180000000000007,66.52399999999994,-99.38
01-03-2015,26.5,261.88,292.57,19.420000000000016,66.95599999999996,-98.12
01-03-2015,26.5,263.12,293.54,20.390000000000043,68.70200000000006,-96.88
01-03-2015,27.5,260.62,291.61,18.460000000000036,65.22800000000001,-99.38
01-03-2015,27.5,261.88,291.38,18.230000000000018,64.81400000000002,-98.12
01-03-2015,27.5,263.12,292.38,19.230000000000018,66.61399999999998,-96.88
01-04-2015,24.5,260.62,293.43,20.28000000000003,68.50399999999996,-99.38
01-04-2015,24.5,261.88,296.66,23.510000000000048,74.31800000000004,-98.12
01-04-2015,24.5,263.12,297.19,24.04000000000002,75.27199999999999,-96.88
01-04-2015,25.5,260.62,293.49,20.340000000000032,68.61200000000002,-99.38
01-04-2015,25.5,261.88,296.03,22.879999999999995,73.18399999999991,-98.12
01-04-2015,25.5,263.12,296.61,23.460000000000036,74.22800000000001,-96.88
01-04-2015,26.5,260.62,293.06,19.910000000000025,67.83800000000002,-99.38
01-04-2015,26.5,261.88,294.51,21.360000000000014,70.44800000000004,-98.12
01-04-2015,26.5,263.12,295.65,22.5,72.49999999999994,-96.88
01-04-2015,27.5,260.62,292.21,19.060000000000002,66.30799999999994,-99.38
01-04-2015,27.5,261.88,292.75,19.600000000000023,67.28000000000003,-98.12
01-04-2015,27.5,263.12,294.13,20.980000000000018,69.76399999999995,-96.88
01-05-2015,24.5,260.62,295.14,21.99000000000001,71.58199999999994,-99.38
01-05-2015,24.5,261.88,299.25,26.100000000000023,78.97999999999996,-98.12
01-05-2015,24.5,263.12,299.15,26.0,78.80000000000001,-96.88
01-05-2015,25.5,260.62,297.15,24.0,75.19999999999999,-99.38
01-05-2015,25.5,261.88,299.15,26.0,78.80000000000001,-98.12
01-05-2015,25.5,263.12,298.7,25.55000000000001,77.98999999999995,-96.88
01-05-2015,26.5,260.62,298.46,25.310000000000002,77.55799999999994,-99.38
01-05-2015,26.5,261.88,298.59,25.439999999999998,77.79199999999997,-98.12
01-05-2015,26.5,263.12,298.38,25.230000000000018,77.41400000000004,-96.88
01-05-2015,27.5,260.62,298.49,25.340000000000032,77.61200000000002,-99.38
01-05-2015,27.5,261.88,298.13,24.980000000000018,76.964,-98.12
01-05-2015,27.5,263.12,297.98,24.83000000000004,76.69400000000002,-96.88
01-06-2015,24.5,260.62,299.45,26.30000000000001,79.33999999999997,-99.38
01-06-2015,24.5,261.88,302.71,29.560000000000002,85.20799999999991,-98.12
01-06-2015,24.5,263.12,301.17,28.02000000000004,82.43599999999998,-96.88
01-06-2015,25.5,260.62,302.83,29.680000000000007,85.42399999999992,-99.38
01-06-2015,25.5,261.88,303.18,30.03000000000003,86.05400000000003,-98.12
01-06-2015,25.5,263.12,301.01,27.860000000000014,82.14799999999997,-96.88
01-06-2015,26.5,260.62,304.23,31.08000000000004,87.94400000000002,-99.38
01-06-2015,26.5,261.88,302.64,29.49000000000001,85.08199999999994,-98.12
01-06-2015,26.5,263.12,300.96,27.810000000000002,82.05799999999994,-96.88
01-06-2015,27.5,260.62,304.35,31.200000000000045,88.16000000000003,-99.38
01-06-2015,27.5,261.88,302.65,29.5,85.09999999999997,-98.12
01-06-2015,27.5,263.12,301.02,27.870000000000005,82.166,-96.88
01-07-2015,24.5,260.62,298.7,25.55000000000001,77.98999999999995,-99.38
01-07-2015,24.5,261.88,302.21,29.060000000000002,84.30799999999994,-98.12
01-07-2015,24.5,263.12,302.07,28.920000000000016,84.05599999999998,-96.88
01-07-2015,25.5,260.62,302.31,29.160000000000025,84.488,-99.38
01-07-2015,25.5,261.88,302.98,29.83000000000004,85.69400000000002,-98.12
01-07-2015,25.5,263.12,301.87,28.720000000000027,83.69599999999997,-96.88
01-07-2015,26.5,260.62,304.13,30.980000000000018,87.76399999999995,-99.38
01-07-2015,26.5,261.88,303.06,29.910000000000025,85.83800000000002,-98.12
01-07-2015,26.5,263.12,301.76,28.610000000000014,83.49799999999999,-96.88
01-07-2015,27.5,260.62,304.5,31.350000000000023,88.43,-99.38
01-07-2015,27.5,261.88,303.17,30.02000000000004,86.036,-98.12
01-07-2015,27.5,263.12,301.81,28.660000000000025,83.58800000000002,-96.88
01-08-2015,24.5,260.62,299.66,26.510000000000048,79.71800000000002,-99.38
01-08-2015,24.5,261.88,303.13,29.980000000000018,85.964,-98.12
01-08-2015,24.5,263.12,302.31,29.160000000000025,84.488,-96.88
01-08-2015,25.5,260.62,302.59,29.439999999999998,84.9919999999999,-99.38
01-08-2015,25.5,261.88,303.48,30.33000000000004,86.594,-98.12
01-08-2015,25.5,263.12,302.25,29.100000000000023,84.38000000000005,-96.88
01-08-2015,26.5,260.62,304.29,31.140000000000043,88.05200000000008,-99.38
01-08-2015,26.5,261.88,303.24,30.090000000000032,86.16199999999998,-98.12
01-08-2015,26.5,263.12,302.14,28.99000000000001,84.18199999999996,-96.88
01-08-2015,27.5,260.62,304.48,31.33000000000004,88.39400000000006,-99.38
01-08-2015,27.5,261.88,303.03,29.879999999999995,85.78399999999993,-98.12
01-08-2015,27.5,263.12,302.12,28.970000000000027,84.14600000000002,-96.88
01-09-2015,24.5,260.62,294.52,21.370000000000005,70.46599999999995,-99.38
01-09-2015,24.5,261.88,298.71,25.560000000000002,78.00799999999998,-98.12
01-09-2015,24.5,263.12,299.98,26.83000000000004,80.29400000000004,-96.88
01-09-2015,25.5,260.62,296.43,23.28000000000003,73.90400000000005,-99.38
01-09-2015,25.5,261.88,298.91,25.760000000000048,78.368,-98.12
01-09-2015,25.5,263.12,299.81,26.660000000000025,79.988,-96.88
01-09-2015,26.5,260.62,297.63,24.480000000000018,76.06400000000002,-99.38
01-09-2015,26.5,261.88,298.68,25.53000000000003,77.95400000000001,-98.12
01-09-2015,26.5,263.12,299.7,26.55000000000001,79.79000000000002,-96.88
01-09-2015,27.5,260.62,297.31,24.160000000000025,75.488,-99.38
01-09-2015,27.5,261.88,298.29,25.140000000000043,77.25200000000001,-98.12
01-09-2015,27.5,263.12,299.56,26.410000000000025,79.53799999999995,-96.88
01-10-2015,24.5,260.62,293.27,20.120000000000005,68.21599999999995,-99.38
01-10-2015,24.5,261.88,296.87,23.720000000000027,74.69599999999997,-98.12
01-10-2015,24.5,263.12,298.25,25.100000000000023,77.18,-96.88
01-10-2015,25.5,260.62,295.19,22.04000000000002,71.67199999999997,-99.38
01-10-2015,25.5,261.88,297.18,24.03000000000003,75.25399999999996,-98.12
01-10-2015,25.5,263.12,297.87,24.720000000000027,76.49600000000004,-96.88
01-10-2015,26.5,260.62,296.19,23.04000000000002,73.47200000000004,-99.38
01-10-2015,26.5,261.88,296.39,23.24000000000001,73.83199999999994,-98.12
01-10-2015,26.5,263.12,297.38,24.230000000000018,75.61399999999998,-96.88
01-10-2015,27.5,260.62,295.35,22.200000000000045,71.9600000000001,-99.38
01-10-2015,27.5,261.88,295.2,22.05000000000001,71.69,-98.12
01-10-2015,27.5,263.12,296.68,23.53000000000003,74.35399999999998,-96.88
01-11-2015,24.5,260.62,287.71,14.560000000000002,58.20799999999991,-99.38
01-11-2015,24.5,261.88,292.12,18.970000000000027,66.14600000000002,-98.12
01-11-2015,24.5,263.12,294.7,21.55000000000001,70.79000000000002,-96.88
01-11-2015,25.5,260.62,288.47,15.32000000000005,59.57600000000008,-99.38
01-11-2015,25.5,261.88,291.73,18.58000000000004,65.44400000000002,-98.12
01-11-2015,25.5,263.12,293.94,20.79000000000002,69.42199999999997,-96.88
01-11-2015,26.5,260.62,288.68,15.53000000000003,59.95400000000001,-99.38
01-11-2015,26.5,261.88,290.33,17.180000000000007,62.92399999999992,-98.12
01-11-2015,26.5,263.12,292.95,19.80000000000001,67.63999999999993,-96.88
01-11-2015,27.5,260.62,287.82,14.670000000000016,58.406000000000006,-99.38
01-11-2015,27.5,261.88,288.7,15.550000000000011,59.98999999999995,-98.12
01-11-2015,27.5,263.12,291.51,18.360000000000014,65.04799999999994,-96.88
01-12-2015,24.5,260.62,286.19,13.04000000000002,55.47200000000004,-99.38
01-12-2015,24.5,261.88,291.17,18.02000000000004,64.43599999999998,-98.12
01-12-2015,24.5,263.12,293.59,20.439999999999998,68.79199999999997,-96.88
01-12-2015,25.5,260.62,287.7,14.550000000000011,58.19,-99.38
01-12-2015,25.5,261.88,290.88,17.730000000000018,63.914000000000044,-98.12
01-12-2015,25.5,263.12,292.97,19.82000000000005,67.6760000000001,-96.88
01-12-2015,26.5,260.62,288.61,15.460000000000036,59.82800000000003,-99.38
01-12-2015,26.5,261.88,289.69,16.54000000000002,61.77199999999999,-98.12
01-12-2015,26.5,263.12,292.1,18.950000000000045,66.11000000000007,-96.88
01-12-2015,27.5,260.62,288.14,14.990000000000009,58.98200000000003,-99.38
01-12-2015,27.5,261.88,288.51,15.360000000000014,59.64799999999997,-98.12
01-12-2015,27.5,263.12,290.98,17.83000000000004,64.094,-96.88
01-01-2016,24.5,260.62,289.33,16.180000000000007,61.12399999999997,-99.38
01-01-2016,24.5,261.88,293.25,20.100000000000023,68.18,-98.12
01-01-2016,24.5,263.12,294.69,21.54000000000002,70.77199999999999,-96.88
01-01-2016,25.5,260.62,290.56,17.410000000000025,63.33800000000002,-99.38
01-01-2016,25.5,261.88,293.12,19.970000000000027,67.94599999999997,-98.12
01-01-2016,25.5,263.12,294.38,21.230000000000018,70.214,-96.88
01-01-2016,26.5,260.62,291.42,18.27000000000004,64.88600000000002,-99.38
01-01-2016,26.5,261.88,292.09,18.939999999999998,66.09199999999993,-98.12
01-01-2016,26.5,263.12,293.74,20.590000000000032,69.06200000000007,-96.88
01-01-2016,27.5,260.62,290.71,17.560000000000002,63.608000000000004,-99.38
01-01-2016,27.5,261.88,290.99,17.840000000000032,64.11200000000002,-98.12
01-01-2016,27.5,263.12,292.8,19.650000000000034,67.37000000000006,-96.88
01-02-2016,24.5,260.62,285.75,12.600000000000023,54.68000000000001,-99.38
01-02-2016,24.5,261.88,288.59,15.439999999999998,59.79199999999997,-98.12
01-02-2016,24.5,263.12,291.99,18.840000000000032,65.91199999999998,-96.88
01-02-2016,25.5,260.62,285.73,12.580000000000041,54.64400000000006,-99.38
01-02-2016,25.5,261.88,287.68,14.53000000000003,58.15400000000005,-98.12
01-02-2016,25.5,263.12,290.89,17.74000000000001,63.93199999999996,-96.88
01-02-2016,26.5,260.62,285.85,12.700000000000045,54.86000000000007,-99.38
01-02-2016,26.5,261.88,286.51,13.360000000000014,56.047999999999945,-98.12
01-02-2016,26.5,263.12,289.72,16.57000000000005,61.82600000000008,-96.88
01-02-2016,27.5,260.62,284.93,11.78000000000003,53.20400000000001,-99.38
01-02-2016,27.5,261.88,285.15,12.0,53.599999999999966,-98.12
01-02-2016,27.5,263.12,288.0,14.850000000000023,58.72999999999996,-96.88
01-03-2016,24.5,260.62,289.09,15.939999999999998,60.69199999999995,-99.38
01-03-2016,24.5,261.88,291.77,18.620000000000005,65.51600000000002,-98.12
01-03-2016,24.5,263.12,293.41,20.260000000000048,68.46800000000002,-96.88
01-03-2016,25.5,260.62,289.42,16.27000000000004,61.286,-99.38
01-03-2016,25.5,261.88,291.28,18.129999999999995,64.63399999999996,-98.12
01-03-2016,25.5,263.12,292.62,19.470000000000027,67.04599999999999,-96.88
01-03-2016,26.5,260.62,289.87,16.720000000000027,62.09600000000006,-99.38
01-03-2016,26.5,261.88,290.19,17.04000000000002,62.67199999999997,-98.12
01-03-2016,26.5,263.12,291.61,18.460000000000036,65.22800000000001,-96.88
01-03-2016,27.5,260.62,289.18,16.03000000000003,60.853999999999985,-99.38
01-03-2016,27.5,261.88,288.84,15.689999999999998,60.241999999999905,-98.12
01-03-2016,27.5,263.12,290.09,16.939999999999998,62.491999999999905,-96.88
01-04-2016,24.5,260.62,294.26,21.110000000000014,69.99799999999999,-99.38
01-04-2016,24.5,261.88,297.86,24.710000000000036,76.47800000000001,-98.12
01-04-2016,24.5,263.12,296.94,23.79000000000002,74.82199999999995,-96.88
01-04-2016,25.5,260.62,295.7,22.55000000000001,72.58999999999997,-99.38
01-04-2016,25.5,261.88,297.66,24.510000000000048,76.118,-98.12
01-04-2016,25.5,263.12,296.55,23.400000000000034,74.12000000000006,-96.88
01-04-2016,26.5,260.62,296.78,23.629999999999995,74.53399999999993,-99.38
01-04-2016,26.5,261.88,296.73,23.58000000000004,74.44400000000002,-98.12
01-04-2016,26.5,263.12,296.09,22.939999999999998,73.29199999999997,-96.88
01-04-2016,27.5,260.62,296.41,23.260000000000048,73.868,-99.38
01-04-2016,27.5,261.88,295.66,22.510000000000048,72.51800000000009,-98.12
01-04-2016,27.5,263.12,295.23,22.08000000000004,71.74400000000009,-96.88
01-05-2016,24.5,260.62,297.57,24.420000000000016,75.95599999999996,-99.38
01-05-2016,24.5,261.88,300.08,26.930000000000007,80.47399999999999,-98.12
01-05-2016,24.5,263.12,299.39,26.24000000000001,79.23200000000003,-96.88
01-05-2016,25.5,260.62,299.13,25.980000000000018,78.76399999999995,-99.38
01-05-2016,25.5,261.88,299.87,26.720000000000027,80.09600000000006,-98.12
01-05-2016,25.5,263.12,298.93,25.78000000000003,78.40400000000005,-96.88
01-05-2016,26.5,260.62,299.81,26.660000000000025,79.988,-99.38
01-05-2016,26.5,261.88,299.18,26.03000000000003,78.85399999999998,-98.12
01-05-2016,26.5,263.12,298.5,25.350000000000023,77.63000000000005,-96.88
01-05-2016,27.5,260.62,299.02,25.870000000000005,78.56599999999997,-99.38
01-05-2016,27.5,261.88,298.43,25.28000000000003,77.50399999999996,-98.12
01-05-2016,27.5,263.12,297.96,24.810000000000002,76.65799999999996,-96.88
01-06-2016,24.5,260.62,300.16,27.010000000000048,80.618,-99.38
01-06-2016,24.5,261.88,302.99,29.840000000000032,85.71200000000005,-98.12
01-06-2016,24.5,263.12,301.58,28.430000000000007,83.17399999999992,-96.88
01-06-2016,25.5,260.62,303.01,29.860000000000014,85.74799999999999,-99.38
01-06-2016,25.5,261.88,303.23,30.08000000000004,86.14400000000006,-98.12
01-06-2016,25.5,263.12,301.33,28.180000000000007,82.72399999999999,-96.88
01-06-2016,26.5,260.62,303.68,30.53000000000003,86.95400000000001,-99.38
01-06-2016,26.5,261.88,302.62,29.470000000000027,85.04599999999999,-98.12
01-06-2016,26.5,263.12,301.2,28.05000000000001,82.48999999999995,-96.88
01-06-2016,27.5,260.62,303.45,30.30000000000001,86.54000000000002,-99.38
01-06-2016,27.5,261.88,302.29,29.140000000000043,84.45200000000006,-98.12
01-06-2016,27.5,263.12,301.15,28.0,82.39999999999992,-96.88
01-07-2016,24.5,260.62,299.83,26.680000000000007,80.02399999999994,-99.38
01-07-2016,24.5,261.88,302.35,29.200000000000045,84.56,-98.12
01-07-2016,24.5,263.12,301.93,28.78000000000003,83.80400000000003,-96.88
01-07-2016,25.5,260.62,303.19,30.04000000000002,86.07199999999995,-99.38
01-07-2016,25.5,261.88,302.95,29.80000000000001,85.63999999999993,-98.12
01-07-2016,25.5,263.12,301.76,28.610000000000014,83.49799999999999,-96.88
01-07-2016,26.5,260.62,304.46,31.310000000000002,88.358,-99.38
01-07-2016,26.5,261.88,302.91,29.760000000000048,85.56800000000004,-98.12
01-07-2016,26.5,263.12,301.68,28.53000000000003,83.35399999999998,-96.88
01-07-2016,27.5,260.62,304.29,31.140000000000043,88.05200000000008,-99.38
01-07-2016,27.5,261.88,302.76,29.610000000000014,85.29799999999994,-98.12
01-07-2016,27.5,263.12,301.67,28.52000000000004,83.33600000000007,-96.88
01-08-2016,24.5,260.62,300.68,27.53000000000003,81.55400000000003,-99.38
01-08-2016,24.5,261.88,304.16,31.010000000000048,87.81800000000004,-98.12
01-08-2016,24.5,263.12,302.93,29.78000000000003,85.60399999999998,-96.88
01-08-2016,25.5,260.62,303.59,30.439999999999998,86.79199999999997,-99.38
01-08-2016,25.5,261.88,304.44,31.29000000000002,88.32199999999995,-98.12
01-08-2016,25.5,263.12,302.83,29.680000000000007,85.42399999999992,-96.88
01-08-2016,26.5,260.62,304.9,31.75,89.14999999999992,-99.38
01-08-2016,26.5,261.88,303.91,30.760000000000048,87.368,-98.12
01-08-2016,26.5,263.12,302.69,29.54000000000002,85.17199999999997,-96.88
01-08-2016,27.5,260.62,304.58,31.430000000000007,88.57400000000001,-99.38
01-08-2016,27.5,261.88,303.23,30.08000000000004,86.14400000000006,-98.12
01-08-2016,27.5,263.12,302.5,29.350000000000023,84.82999999999998,-96.88
01-09-2016,24.5,260.62,294.1,20.950000000000045,69.7100000000001,-99.38
01-09-2016,24.5,261.88,298.21,25.060000000000002,77.108,-98.12
01-09-2016,24.5,263.12,300.08,26.930000000000007,80.47399999999999,-96.88
01-09-2016,25.5,260.62,295.78,22.629999999999995,72.73399999999998,-99.38
01-09-2016,25.5,261.88,298.31,25.160000000000025,77.28799999999995,-98.12
